mol solvent,mol solute,target Gsolv kcal
Brc2c1ccccc1ccc2,COC(C(F)F)C(F)(F)F,-3.17337336
CCOCC,C=CC1CC2CC1C3C2OCCC3,-8.61535777
CCC(C)=O,Clc1cc(Cl)c(Cl)c(Cc(c2O)c(Cl)c(Cl)cc2Cl)c1O,-17.79018922
CCCCCCCCC=C,O=N(=O)C1=CC2=NNC=C2C=C1,-10.19311547
COCCOCCO,Fc1ccc(C)cc1,-4.69075549
OCCCCCCCCCCCC,COCC(F)(F)C(F)(F)F,-2.64461718
CCCCCCCCCCC,FC(F)OC(F)C,-2.1365539
FC(F)C(F)C(F)(F)F,CN(C)C=Nc1ccccc1,-9.86609996
Cc1ncccc1C,Nc1ocnn1,-10.57120548
C1OC1,O=C2NC(c1ccccc21)=O,-11.44528333
CCOC(CCC)=O,CC(C)=C=O,-3.00473938
ClC(=C)C=C,CCC1OC1,-3.96336592
OCCCCCCCCCC,CC1CC(CCCCCCCCC=CC1)=O,-11.24322209
CN(C)C(C)=O,COC(OC)CC(OC)OC,-6.32084222
CCCC(C)CC,N(c1ccccc1)c3cc2ccccc2cc3,-12.64407483
NCCCN,c(cc4)ccc4c(c6ccccc6c8c3ccccc3)c7c8c(c2ccccc2)c5ccccc5c7c1ccccc1,-19.75613812
Cc1cccc(C)c1C,OC(C)CC(O)(C)C,-7.03851036
CC=O,FC(F)OC(C)C(F)(F)F,-4.16348736
CN(C)P(=O)(N(C)C)N(C)C,C#CCN(CC#C)CC#C,-7.71850133
CCC(C)=O,CCOC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-12.96109835
Cc1nc(C)ccc1,c(ccc1no2)cc1n2,-7.24581771
OCCOCCOCCOCCCC,C(Oc1cc2)Oc1cc2,-6.41452379
COCCOCCOCCOCCOC,FC(F)(F)C(Br)C(F)(F)F,-3.62285469
CCCCCN(CCCCC)CCCCC,ClCCC(F)(F)C,-3.7913635
CCCC=O,CC(CCC31C2(C)C)C1CC2CC=C3C,-8.23064566
OCCOCCOCCO,CCN=P(N3CCCC3)(N2CCCC2)N1CCCC1,-11.55261362
CCCCc1ccccc1,c(cn1)ccc1c2ccccn2,-9.248664999999999
N#CCc1ccccc1,CCCCCCCCC=CCCCCCCCC(OC(COC(CCCCCCCC=CCCCCCCCC)=O)COC(CCCCCCCC=CCCCCCCCC)=O)=O,-40.61131903
O=S=O,CN=C(C)C,-5.15922114
CCCCC(C)=O,CNCC,-3.11148757
Cc1ccccn1,FC(F)(Cl)C(F)(O)Cl,-11.23039923
NCCN,OC(=O)c(cc1)ccc1C=C,-13.09206333
CCC(C)c1ccccc1,Cc(ccc1C)cc1O,-7.16223989
OCCOCC,CC1(CCC(CC1C(C)=C)=C(C)C)C=C,-8.21049094
CC(C)CCC(C)(C)C,FC(F)(F)N=C(C(F)(F)F)C(F)(F)F,-2.06117597
Oc1cc(C)ccc1,CC2(C)COP(OC2)(=O)c1ccccc1,-17.88905697
CCC(C)=C,CC1(CCC=C(C)C)OC(CC1)=O,-10.06908891
CCCCCCCCCC,NC1CC1c2ccccc2,-6.97065343
CSC,O=C4c3ccc2ccccc2c3C(=O)c1ccccc41,-15.05207584
CC(Br)Br,CCCC(C)CO,-5.79992279
FC(F)C(F)C(F)(F)F,Nc1cccc(Cl)c1C,-7.62649424
CC(C)C,CC2Cc1ccccc1O2,-6.91353622
CC(C)C,Cl,-1.1102881000000002
OCCS,CCCCc1ccccc1,-5.89706555
COCCOCCO,N#CC(c(c(F)c2F)c(F)c(F)c2F)c(c(F)c1F)c(F)c(F)c1C,-10.63929443
CCN(CC)CC,OC(C)COCC(O)C,-7.07016858
OCCC#N,Cc1ccc(C)n1C,-5.52864338
CCC(C)c1ccccc1,ClCCCBr,-5.42486336
COCCO,COP(F)(CC)=O,-6.58586952
N1CCCC1,OCC(N)(C)CO,-11.79412357
NCC,N#N=N,-5.92205779
CC1OC1,NCc1cc(Cl)ccc1,-8.58321665
Fc1ccccc1,NNC(=O)C1=CN2C=CC3=C(C=CC=C3)C2=N1,-15.07135256
CC(Cl)Cl,FC(F)(F)c1ccccc1O,-7.27376938
BrC(Br)Br,C(C3)Cc2ccccc2C3C1=NCCN1,-13.08541912
CC(Cl)(Cl)Cl,Fc1ccccc1C,-5.2199186
c1cscc1,OC(=O)c3cc1ccccc1c(Cc(c4O)c2ccccc2cc4C(O)=O)c3O,-22.33796145
C#N,COc1ccccc1C=C,-7.72482848
CCC=C,OC(C1CSCN1)=O,-8.96486397
CCC(C)(C)C,FC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1,-12.7399239
OCCCl,CCN=P(N2CCCC2)(N1CCCC1)N=P(N5CCCC5)(N4CCCC4)N3CCCC3,-18.42120009
NC(C)C,Clc1ccc(cc1)C(=O)N(C)C,-10.29745168
OCCO,CC(C)CC1CCCCC1,-3.03249118
CC1CCCC1,OC(C)(C)CCCC(C)C=C,-7.17046498
ClCCCl,FCOC(F)(F)C(F)(F)OC,-4.73901925
C(CCc1cc2)Cc1cc2,COCCOCCOCCOCCOCCOCCOCCOCCOC,-21.29056329
CC(C)C(C)C(C)C,C1CN2CCN1CC2,-5.97463771
N1CCCC1,O=C1NC=CC=N1,-14.03598384
N#Cc1ccccc1,CCOC(=O)c(cc1)ccc1OC,-9.96261186
CO,CC(CCC=C(C)C=C)=C,-5.46768841
CN(C)C(C)=O,OC(=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-20.10929764
CC(C)CC(C)C,CC(C)(C)SSC(C)(C)C,-7.25453046
OCCCCCCCCCC,COC(OC)CC(C)CCCC(O)(C)C,-11.28423885
CCC1OC1,CNC(=O)N(C)C,-8.12552125
CCCC,CCC(=O)C(C)=C,-4.3688080000000005
CCC(O)(C)C,O=C(N)N,-10.15729276
CCC(C)=C,O=C=N,-2.48001403
C(c2ccccc2)c1ccccc1,Nc1ncc(Br)cc1Br,-9.1360375
COC,NC(C)(C)Cc1ccccc1,-8.738018400000001
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,ClCl,-1.43101781
Clc1ccccc1,N#CCC(=O)N,-7.07116314
O1CCCCC1,FC(F)(F)CC(C)(C)C,-4.19743577
COCCOCCOCCOCCOC,FCC(C)C(C)(C)C,-3.88051466
ClC(Cl)(Cl)Cl,CCc1cc(C)sc1C,-6.98604233
BrC(Br)Br,OCCC(F)=C,-4.19428328
ClC(Cl)(Cl)Cl,ClCCC(F)(F)C,-4.3340849000000015
CCCCCCCCCCCCC,FCOC(F)CC,-2.71732045
CN1CCCCC1=O,CCCC(CCC)=O,-5.87984312
ICI,CC1(C)C=C(C)C(CC1)C(=O)C=CC,-10.45399021
O(c2ccccc2)c1ccccc1,CCCCCCOC(CCCCCCCCC)=O,-12.22113504
CCOC(C)(C)C,Brc1cncnc1,-6.47998669
Cc1ccccc1,COC(OC)CC,-4.35035496
CCCCCC#N,OC(=O)c(cc1)ccc1N,-13.45387008
CN1CCCC1=O,N(c1ccccc1)c3cc2ccccc2cc3,-15.91863574
FC(F)C(F)C(F)(F)F,FC(F)(F)COC(F)(F)C(F)(F)Cl,-3.83428461
O(c2ccccc2)c1ccccc1,COC(C(Cl)Cl)=O,-5.53716163
OCc1ccccc1,ClBr,-2.37149348
O,FC(F)C(F)(F)C(F)Cl,0.39194771
CCCCCCC,Cc1c(c(C)c(cc1N(=O)=O)N(=O)=O)N(=O)=O,-10.14170123
N#CCc1ccccc1,CC1(C)C(C1C(OCc3cccc(c2ccccc2)c3C)=O)C=C(Cl)C(F)(F)F,-17.08950034
CCCC,FC(Cl)C(F)Cl,-3.47500338
CCCCCCCCCCCCC,COC(C)(C)CCCC(C)CC=CC(C)=CC(OC(C)C)=O,-12.99953699
OCCS,FC(Cl)(Cl)C(F)(Cl)Cl,-3.26297114
CC(C)(C)c1ccccc1,CCCC(O)Cc1ccccc1,-8.88490568
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC1(C)OC(=O)NC1=O,-5.7760148000000004
C(c2ccccc2)c1ccccc1,CCC(C)(C)C(F)(F)F,-3.66307749
CNc1ccccc1,CCCC(Cl)=N,-4.94950047
CCCCCCC=C,CCCCOCCOP(OCCOCCCC)(OCCOCCCC)=O,-16.84817714
CCC#N,Fc1c(F)c(F)c(F)c(F)c1F,-2.94103316
OCCCCCC,CC(=Cc2ccccc2)c1ccccc1,-9.71860758
NCCCN,N#CC#CC#CC#N,-3.16938171
CCCCOC(C)=O,OCCC(C)C1CC=C(C)CC1,-10.37478663
SC,NCC#N,-6.89087986
COP(OC)(OC)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-13.54779099
Clc1ccccc1Cl,OC(C)(C)C#N,-6.13515175
CCCl,CSSCc1occc1,-8.51175447
CCCCCN(CCCCC)CCCCC,C(CN=C1c2ccccc2)C1,-7.84587931
CCCCNCCCC,OCC=C,-5.41669561
OCCc1ccccc1,FC(F)(F)C,-1.37247946
CCCC,FCCN(C)CC,-4.38539019
OCCCO,CCCC(=O)C=C,-4.69918084
OCCSCCO,CCC=CCC1C(CCC1CC(OC)=O)=O,-10.49804623
ClC(Cl)C(Cl)Cl,CCOC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-2.85340339
CCCC(C)=O,CCCCCCC(=O)NC,-9.61846695
OCCOCCN,CCc1cc(C(O)=O)ccc1,-11.93774456
OCCCCC,CC(C)C1OCOCC1(C)C,-6.69089771
c1ccccc1,Cc1ccc(CN=CN(C)C)cc1,-10.8783758
c1ccccc1,Fc1occn1,-3.87933547
c1ccccc1,CNCCN(C)C,-5.32955806
CC(Cl)Cl,OC1=C(Br)C=C(C=C1Br)C1=NC2=C(O1)C=CC=C2,-15.76572453
ClC(Cl)Cl,CC(CCCC(O)=O)C(O)=O,-9.89714512
OCCCCC,CN1C=CC(=O)C=C1,-13.30679122
CCCCCCCC=C,CCCCCC(F)C,-4.76197631
c2nc1ccccc1cc2,Cc2ccc(cc2)N=C(C)N(C)c1ccccc1,-13.11235961
CCC,CCc(c1)cc(CC)cc1C,-7.69966837
CCC,COCCCl,-3.93384015
CCC(C)C,OCCNCC,-4.40621002
CCCCC=C,OC2CC4CC2C3C4C1CC3CC1,-9.41538041
CCCCCCCC,c(ccc2c1ccccc1c3)cc2n3,-9.98930973
CCOP(OCC)(OCC)=O,O=C1CCC=CCCCCCCCCCC1,-11.20085902
NCCCN(C)C,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1.1649525
OC(C)C,CCC#CCC,-3.57565841
c1ccccc1,C=CCNC(=O)N,-8.70153177
CC(C)=O,NC1=CC2=C(C=CC=C2)C2=C1C=CC=C2,-14.32782829
N#CCCCCC#N,CNCCNC,-4.56232438
CCN(=O)=O,FC(F)C(F)(OC1(F)F)C(F)(F)C1(F)F,-2.57399015
C(c2ccccc2)c1ccccc1,C=CCC1(CC=C)C(=O)N(C)C(=O)NC1=O,-10.76356748
Brc1ccccc1,CCCSP(OCC)(Oc1ccc(Br)cc1Cl)=O,-15.13787111
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,N#CC1=NC=CC(=C1)C1=NNC(=N1)C1=CC=NC=C1,-14.40854657
CCCCCCCCCCC,CCCC2C1C=CC(C1)C2C=O,-7.76457642
Brc2c1ccccc1ccc2,CN(C)c1ccc(cc1)N=CN(C)C,-12.2586993
O=CN1CCOCC1,CC(CCC=C(C)C)C=O,-6.00962864
COC(OC)=O,OCCNc1ccccc1,-11.37244245
CCOC(CCC)=O,FCCC(CC)CC,-4.73413803
Clc1ccccc1Cl,CCC(C)CC(C)(C)C,-4.98858309
OCCCCCCCCCCCC,Fc1ccc(C=O)cc1,-5.97872521
CCCl,NCNCCC,-5.97637583
CCCCCCOC(C)=O,FCCCOCC,-4.27422759
C(CCc1cc2)Cc1cc2,C(c2cc3)c1ccccc1c2nc3,-9.98438122
ClC(Cl)C(Cl)Cl,Brc1c[nH]nc1,-8.06314891
COCCOC,CCCCCc1ccccc1,-7.54210933
CCCCC(C)=O,COC(OC)C=C,-4.26369593
OCCCCCO,Cc1cccc(C)c1NC(C)=O,-11.41428547
OCCCCCCCCC,C=CCNC(=O)N,-9.88827641
CC1CCCCC1,CCn1cnc2c1N=CNC2=O,-10.00087113
CCNCC,CN(C)C(C)=NC(SCc1ccccc1)=S,-15.83236759
COc1ccccc1,CCCCCCCCCCCCCCCC(=O)N,-15.2005801
CC(Cl)(Cl)Cl,CC(C)c(cc1)ccc1Cl,-7.46682161
Clc1ccccc1Cl,CCOc1ccccc1C,-7.22199408
CCNCC,OC(C)COCC(O)C,-10.24793689
O=C1CCCCC1,OCCOCCOCCOCCC,-10.84190277
CCCCCCOC(C)=O,CCCC(O)C(CCC)=O,-7.41277547
CCCCOP(OCCCC)(OCCCC)=O,CC2(CCC=C(C)C)C1CC(CC1)C2=C,-8.63532541
CCOc1ccccc1,FC(F)(F)c1ccc(C#N)cc1,-7.37688596
OC1CCCCC1,Cc1cc(ccc1)NC(C)=O,-11.61801731
CCC(C)=O,CN(C)CC(C)C,-3.92754401
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,Cc1ccccc1S(O)(=O)=O,-12.78956628
CCOP(OCC)(OCC)=O,O=c1[nH]c([nH]cc1)=O,-14.93717051
OCCOCC,FC(F)(F)I,-2.12780708
CCCCCCCCCCCCCCCC,Nc2nc1[nH]cnc1c(N)n2,-9.02666957
CCNC(C)=O,COCOCOC,-4.27702546
CCc1ccccc1,OC(=O)c1cn(ccc1)=O,-9.26655064
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,N#CCc(cc1)ccc1F,-4.97184
CCC(C)Cl,CC(C)OC(C)c(cc1)ccc1C,-8.43698751
CCCCCCCCBr,NNc2c1ccccc1ccc2,-10.21763381
CCCCCCCCC=C,CCC(C)CCOC(=O)C(C)=CC,-7.79657006
CCOCC,Cc1cc(C)cc(C)n1,-7.13723947
C#N,Sc1ccsc1C,-7.96898717
OCCO,CC1=CC(=O)C=C(C)O1,-10.04046211
ClCBr,OC(C)(C)CCCC(C)=CC,-8.95950278
Cc1ccccc1,c(cnc2c1ncccc1c3)cc2c3,-12.76160131
ClC1CCCCC1,O=Cc1oc(cc1)N(=O)=O,-8.77597513
CCOCCOCCOCC,FC(Cl)C(F)(C)C(F)(F)F,-3.96146619
OCCS,ONC(c(ccc1)cc1N(=O)=O)=O,-14.60527752
OCCCCCC,OC(=O)c(ccc1)nc1Cl,-9.29858873
Cc1nc(C)ccc1,FCC(F)C(F)(CF)CF,-4.44157862
OCC(O)CC,OCCCCC(O)C,-11.49390305
OCC(C)C,CC(CN1CCCCC1)C(=O)c(cc2)ccc2C,-12.68484361
Cc1ncccc1C,OC(=O)C=CC=C,-9.53910097
O(Cc2ccccc2)Cc1ccccc1,CN(C)CC=C,-3.64509037
O=Cc1occc1,Cc(nc1cc2)[nH]c1cc2,-12.12247091
NCCN,OCC(C)c1ccccc1,-9.65105505
BrCCBr,CC(CC1)=CCC1C=C,-5.91617235
O=C1CCCC1,COCCCCCC,-4.99719249
S=C=S,NCc1cccnc1,-7.02573082
CCCCCC,FCC(OC)CC(F)F,-3.91793356
N#Cc1ccccc1,ON=CC=NO,-9.09024336
COCCO,CN(C)c2c1c(ccc2)cccc1N(C)C,-9.89884713
OCCC,Cc1cn(C)c(=O)n(C)c1=O,-10.88495313
CCOc1ccccc1,CCCCCC=CCC=CCCCCCCCC(OC)=O,-14.31031569
BrC(Br)Br,CCc1ccccc1CC,-7.10962395
CC1CCCC1,Ic1cc(ccc1)N(=O)=O,-8.57133272
Clc1ccccc1Cl,CC(C)CCC(O)(C)C,-6.60022794
OCCOCCCC,Fc1ccc(F)c(C)c1F,-4.71609807
CC=O,CCOC(F)(F)C(F)Cl,-5.1548934
CCCCOC(C)=O,CCCN=C(NC)NC#N,-11.27576847
CCCCCCCCCCCCCC,S1CCSCC1,-5.988006200000001
CC(C)c1ccccc1,CCCCCCC(O)CC=CCCCCCCCC(O)=O,-15.78355332
CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,c(cc1)ccc1c3oc2ccccc2n3,-10.45746436
CC(C)OC(C)C,CCC(OCCOc1ccccc1)=O,-10.12239192
CCCCCCOC(C)=O,OC(=O)CNC=O,-10.99642632
C=Cc1ccccc1,C(=Cc3c1c2ccc3)c1ccc2,-8.70867852
Clc2c1ccccc1ccc2,CN2Cc1ccccc1CC2,-8.35261932
CC(=O)c1ccccc1,Cc(nc1cc2)[nH]c1cc2,-11.8510319
CC(Br)Br,CCSCCCl,-6.72007351
CCCCN(CCCC)CCCC,CCCCCSC,-5.45916613
N#Cc1ccccc1,CCOC(=O)C(C#N)c(c(F)c1F)c(F)c(F)c1C(F)(F)F,-10.59187353
CC(C)=O,Fc2c(F)c(F)c(Nc(c(F)c1F)c(F)c(F)c1F)c(F)c2F,-9.53019961
OCc1occc1,COC(OCCC=CCC)=O,-7.17203529
c1ccccc1,CCCN(CCC)C(SCC)=O,-10.19718272
CCCCOCCCC,c(cc1)ccc1C4=CC=C3c2ccccc2C=C3O4,-14.14520216
CCCCCCC=C,CCCCCCCC1OCCO1,-8.11747186
C(CCc1cc2)Cc1cc2,O=C1CCCO1,-6.14640878
CC(C)=O,OC(CCC(=O)c2ccc(cc2)c1ccccc1)=O,-19.44834463
OCCC#N,C1CCCCCCC1,-3.00834196
SC,CCC(O)C(F)(F)F,-5.02549574
CCI,CC(C)C(F)(F)C(F)(F)C(F)(F)F,-3.22017868
N#CCCOCCC#N,CCC(C)CCC=C(C)C,-3.51466914
CC(C)OC(C)C,CON(C)C(=O)Nc(cc1)ccc1Cl,-12.200424499999999
C(CCc1cc2)Cc1cc2,OCC=CC,-4.09555291
CCCCl,OC(=O)CNC(c1ccccc1)=O,-13.22585546
OCCOCC,Oc1cccc(O)c1O,-13.74365024
N#CCCCCC#N,ClCCOP(CCCl)(OCCCl)=O,-13.59102875
CCCCCCCCC=C,CCCCCCCC(C)=O,-6.75856066
ClC1CCCCC1,CCCCC#N,-5.95919903
CCCCCCCCCC,CCCCCC(CO)C(C)=O,-7.08514865
CCCCC#N,Cc2cc1CCCc1cc2,-6.62345692
CC(Cl)(Cl)Cl,Oc2ccc3c(C(=O)c1ccccc1C3=O)c2O,-13.81569109
N#CCCOCCC#N,FCCCCCCC,-3.32755611
O(Cc2ccccc2)Cc1ccccc1,FC(F)(F)C(O)=O,-6.23226158
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCc1nccnc1C,-4.89405715
CCCCCCCl,Fc1c(F)c(F)c(C)c(F)c1F,-4.50682241
Cc1ccccc1N(=O)=O,NCCCC(F)F,-5.26130019
OCC1CCCO1,CCCCCCCCCCC(Br)CBr,-10.54006271
BrCCBr,COc1ccc(C=O)cc1OC,-11.527190300000001
CCC(O)CC,CC1(C)CC(C)C(CC1)=O,-7.36759371
CC1OC(OC1)=O,C(Cc2ccc3cc2)c1ccc(CC3)cc1,-9.62828978
CCCCNCCCC,CC(C)c(cc1)ccc1CCC=O,-9.45403337
OCC(C)C,OC(=O)c(c(Cl)c1Cl)c(C(O)=O)c(Cl)c1Cl,-19.5713532
N#Cc1ccccc1,CCCCC(CC)C(OCC(COC(C(CC)CCCC)=O)(COC(C(CC)CCCC)=O)COC(C(CC)CCCC)=O)=O,-22.33570691
COP(OC)(OC)=O,CC(CCCCCCCC=C)=O,-8.13591813
CC(C)C,CCC(F)(F)C(F)(F)C(F)(F)C,-4.30410994
CCCC(C)CC,CCC(Cl)Cl,-3.94580342
COCCOCCOCCOCCOC,FC(F)(F)OCC(F)(F)C(F)(F)C(F)F,-4.60350848
CC(C)=O,CCN(CC)c1ccc(cc1)N(=O)=O,-14.4197394
OCCC(O)C,ONC=O,-9.06240995
CCOCC,CCCCCCCC,-5.06358568
CCCCCCCCCCCC,OOC(C)(C)CCC(C)(C)OO,-7.75915147
CCCCc1ccccc1,Fc1ccccc1c2ccccc2F,-8.77263796
CC(C)C(C)C,CCOC(F)(F)C(F)(F)CC,-4.35692335
C1OCCOC1,ClC1CCCCC1=O,-7.74264335
CC(Cl)Cl,SCc1ccccn1,-8.45914414
OCCCCCCC,OC(CCC(=O)c2ccc(cc2)c1ccccc1)=O,-17.39114506
CCCCCCCCCCCCCCC,CC(C)COC(CCC(OCC(C)C)=O)=O,-8.85741896
NCCC,CCC1OC(CC1)=O,-7.47803899
ClC(=C)C=C,Fc1ccc(O)cc1,-6.55355568
CS(C)=O,CC(C)OC(C)=O,-4.14268918
CCNC=O,CC2(C)CC=CCCC=CCCC1OC21C,-9.78691213
C1CCCC1,FC(F)(F)OCC(F)(F)C(F)C(F)(F)F,-3.17988807
C=CC=C,CCCCCCCCCCCCCC(=O)N1CCOCC1,-17.02800345
CCOP(OCC)(OCC)=O,OC(CNC(C)(C)C)COc1cccc(CC2O)c1CC2O,-20.66560817
CCC,OC(=O)c(c(C)cc1C)c(C)c1C,-9.09363381
CCN(CC)CC,Clc1ccc(C#N)cc1,-7.50314147
CCCCl,OC(C)(C)CC(C)=O,-7.16878862
CC(C)OC(C)C,COCC(C)(C(F)(F)F)C(F)(F)F,-4.52838437
OCCN,O=C=Nc1cccc2c1cccc2N=C=O,-8.59204606
CC1CCCC1,Nc1ccccn1,-5.68066632
COCCOCCOC,FC(F)(F)C(N)C(C)(C)C,-5.30412687
NCCN,CC(OC(C)=O)C=C,-3.87933487
CCOC(C)(C)C,CCOC(F)C(F)(F)F,-3.87334722
OCCC#N,CCS(C(C)(C)C)(=O)=O,-9.57895462
OCCOCC,C=CCOCC=C,-4.44790363
CCC(O)CC,CCCCC(O)C=CC,-7.76793338
OCC(O)C,ClC(Cl)C(F)C(F)(F)F,-3.73134789
CCCCCC#N,Cc1ncc(n1C)N(=O)=O,-10.31135891
OCCCCCO,COC(C)(C)CCCC(C)C=O,-7.72833702
OCCCl,FC(F)(F)C(F)(C(F)(F)F)C=O,-1.74064855
NCC,CCCc1sccc1,-6.3004635
COCCO,Oc2c1ccncc1ccc2,-14.065323600000001
Brc2c1ccccc1ccc2,O=C2NC(=O)NC(C2CC1=CCCCC1)=O,-13.0470861
CCNC(C)=O,OC(=O)c1cc(C(O)=O)cc(C(O)=O)c1,-24.24335807
CC(=C)C#C,CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-12.48735958
CCCCOC(C)=O,CCN(CC)C(c1cccnc1)=O,-11.06133815
OCCCCCCCC,OOC(C)(C)CCC(C)(C)OO,-12.26783435
CN1CCCC1=O,CC(C)(C)c(ccc1)cc1O,-12.13190572
OCCOCCCC,CCCC(CCO1)SC1C,-8.04102859
CCc1ccccc1,CC1=C(C)N(C)C(=S)N1C,-11.76178347
CCCCC=C,CNc1ccc(Cl)cc1,-7.96195372
COCCOCCO,FC(F)(F)C(F)(F)C(F)(O)C(F)(F)F,-6.17096114
CC(C)C(C)C,OCCCCCCCCCCCCCC,-11.00029994
Nc1ccccc1,Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,-11.58667455
OC(C)(C)C,Nc1nc(C)cc(O)n1,-12.17676852
ICI,OC(COC(C)=O)=O,-7.31486919
CCCCCCCCCC,O=N(=O)C(COC(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,-13.34835879
OCC(C)C,CSc1ccccc1O,-8.30859703
CCCCCCCCCCCCCCCC,ClC,-1.41492218
FC(F)C(F)C(F)(F)F,CC(C)=NOc1ccccc1,-7.70029173
OC(C)=O,CC1NC(CC1)=O,-10.98864651
CC(C)=O,CCCCCCCCCC1CCCC1,-7.12955782
n1ccccc1,O=S1(=O)C=CCC1,-10.530747900000001
N#CCCCC#N,FC(F)(F)C(F)(F)C(F)(F)C(N)(C)C,-3.58963381
CCOCCOCCOCC,CCOP(Cl)OCC,-6.16793999
CCOc1ccccc1,CCCC(C)CC=O,-6.11306319
OCCCC,Cc(ccc1O)cc1O,-11.48308743
ICI,CCCC(C)C(C)=C,-4.21638647
CO,FCC(F)(F)C(F)(F)N,-6.37755836
CCBr,Cc1cc(C)c(C)c(C)c1O,-9.20985292
CN1CCCCC1=O,FC1CCCC1F,-5.13698275
Cc1cc(C)cc(C)c1,OCC#CCO,-5.80568804
CCCOCC(O)C,FC(F)OC(Cl)(C(F)(F)F)C(F)(F)F,-2.85515896
CC(C)c(cc1)ccc1C,ClCC(C)(C)C,-4.27789912
CCBr,Oc(cc3Oc1ccccc1)c4c(C(=O)c2ccccc2C4=O)c3N,-19.64505909
CCCl,CC1(C)COP(Cl)(OC1)=O,-11.12234771
Cc1ncccc1C,OC(=O)c1cccnc1,-12.21863597
CCCCCCCCCCCC,CNCCC#N,-4.42663308
FC(F)C(F)C(F)(F)F,OC(=O)c1c(C)cc(C)cc1C,-8.84119145
OCCCCCCCCCC,OCCCC(F)(F)F,-5.81523659
CN(C)C(C)=O,CCCCCCCCn1ccnc1,-10.92739114
CCCCCCCCCCCCC,N#Cc1ccncn1,-5.61517557
OCC(O)CC,CCCCOCCOC(C)=O,-7.07083017
N#Cc1ccccc1,O=C1NCCCCCCC1,-10.42732362
FC(F)C(F)C(F)(F)F,NC1=NC=CC(=N1)C1=CC2=C(ON=C2C=C1)C1=CC=C(Cl)C=C1,-18.31780433
N#CCCCCC#N,FCOC(F)(F)C(F)F,-3.76666188
O(c2ccccc2)c1ccccc1,CCCCCCCCCCON=C1CC=CCC1,-12.43137859
BrC(Br)Br,O=S1(=O)C=CCC1,-10.10915881
CCOC(OCC)=O,BrC(=O)c1ccccc1,-8.45915397
COc1ccccc1,Cc(ccc1C)cc1O,-8.183249700000001
CC(C)C,C=CCOC(=O)C=C,-4.76213824
Clc1ccccc1Cl,CC(C)OCC(F)(F)F,-4.03863472
ClC(Cl)Cl,CCC=CC(C)=O,-7.5331928
OCCCCC,FCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,-2.5415465
CCOC(C)=O,FC(F)OC(F)(F)C=O,-4.5497438
ICI,CCCC(C)=N,-5.79057245
O=C1CCCC1,FC(F)(C)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-3.51145429
CCCCCCCCCCCCCCC=C,CCc1ccc(CCc(cc2)ccc2CC)cc1,-12.02578737
CCOc1ccccc1,N#CNC(N)=S,-9.42774368
ClCCCl,FC(C1(F)F)C(F)(F)C(F)(F)C1(F)F,-2.26865496
N#CCCOCCC#N,NCc(ccc1)cc1F,-6.3316152
CC=O,c(ccc52)cc2cc3cc4c1ccccc1ccc4cc3c5,-16.71792305
CC(C)OC(C)C,CCCCC=C,-3.69089707
CCCN(=O)=O,CCCC(F)C(F)(F)N,-6.23116692
CC(C)C,ClC(=C)C=C,-3.42058296
CCCCN(CCCC)CCCC,CCC(C)CBr,-4.64345122
C#N,CC(C)CC(F)(C)C,-5.70857348
CCCCCCCCCCCCCCC,COC(F)(F)C(F)(F)F,-1.54633403
COC(OC)=O,Fc1ccc(C#N)cc1,-7.53563862
C1CCCCC1,CCCCOC(F)(F)C,-4.46867695
CCOc1ccccc1,FC(F)(F)CC(F)(F)O,-5.50816531
C#N,CN(C)c1ccc(C#N)cc1,-12.87874361
CCCCN(CCCC)CCCC,COc1ccc(COC=O)cc1,-7.7048165
CI,FC(F)(F)C(F)OC(F)(F)C(F)C(F)(F)F,-3.01292843
ClC(Cl)=C(Cl)Cl,CC(C=O)Cc(cc1)ccc1OC,-9.35918889
CC(C)C(C)C(C)C,CC(OCC=C(C)CCC=C(C)CCC=C(C)C)=O,-12.26090187
